iter	Accuracy	Logloss
509	1	0.0001859233747
510	1	0.0001859233747
511	1	0.0001859233747
512	1	0.0001859233747
513	1	0.0001859233747
514	1	0.0001859233747
515	1	0.0001859233747
516	1	0.0001859233747
517	1	0.0001859233747
518	1	0.0001859233747
519	1	0.0001859233747
520	1	0.0001859233747
521	1	0.0001859233747
522	1	0.0001859233747
523	1	0.0001859233747
524	1	0.0001859233747
525	1	0.0001859233747
526	1	0.0001859233747
527	1	0.0001859233747
528	1	0.0001859233747
529	1	0.0001859233747
530	1	0.0001859233747
531	1	0.0001859233747
532	1	0.0001859233747
533	1	0.0001859233747
534	1	0.0001859233747
535	1	0.0001859233747
536	1	0.0001859233747
537	1	0.0001859233747
538	1	0.0001859233747
539	1	0.0001859233747
540	1	0.0001859233747
541	1	0.0001859233747
542	1	0.0001859233747
543	1	0.0001859233747
544	1	0.0001859233747
545	1	0.0001859233747
546	1	0.0001859233747
547	1	0.0001859233747
548	1	0.0001859233747
549	1	0.0001859233747
550	1	0.0001859233747
551	1	0.0001859233747
552	1	0.0001859233747
553	1	0.0001859233747
554	1	0.0001859233747
555	1	0.0001859233747
556	1	0.0001859233747
557	1	0.0001859233747
558	1	0.0001859233747
559	1	0.0001859233747
560	1	0.0001859233747
561	1	0.0001859233747
562	1	0.0001859233747
563	1	0.0001859233747
564	1	0.0001859233747
565	1	0.0001859233747
566	1	0.0001859233747
567	1	0.0001859233747
568	1	0.0001859233747
569	1	0.0001859233747
570	1	0.0001859233747
571	1	0.0001859233747
572	1	0.0001859233747
573	1	0.0001859233747
574	1	0.0001859233747
575	1	0.0001859233747
576	1	0.0001859233747
577	1	0.0001859233747
578	1	0.0001859233747
579	1	0.0001859233747
580	1	0.0001859233747
581	1	0.0001859233747
582	1	0.0001859233747
583	1	0.0001859233747
584	1	0.0001859233747
585	1	0.0001859233747
586	1	0.0001859233747
587	1	0.0001859233747
588	1	0.0001859233747
589	1	0.0001859233747
590	1	0.0001859233747
591	1	0.0001859233747
592	1	0.0001859233747
593	1	0.0001859233747
594	1	0.0001859233747
595	1	0.0001859233747
596	1	0.0001859233747
597	1	0.0001859233747
598	1	0.0001859233747
599	1	0.0001859233747
600	1	0.0001859233747
601	1	0.0001859233747
602	1	0.0001859233747
603	1	0.0001859233747
604	1	0.0001859233747
605	1	0.0001859233747
606	1	0.0001859233747
607	1	0.0001859233747
608	1	0.0001859233747
609	1	0.0001859233747
610	1	0.0001859233747
611	1	0.0001859233747
612	1	0.0001859233747
613	1	0.0001859233747
614	1	0.0001859233747
615	1	0.0001859233747
616	1	0.0001859233747
617	1	0.0001859233747
618	1	0.0001859233747
619	1	0.0001859233747
620	1	0.0001859233747
621	1	0.0001859233747
622	1	0.0001859233747
623	1	0.0001859233747
624	1	0.0001859233747
625	1	0.0001859233747
626	1	0.0001859233747
627	1	0.0001859233747
628	1	0.0001859233747
629	1	0.0001859233747
630	1	0.0001859233747
631	1	0.0001859233747
632	1	0.0001859233747
633	1	0.0001859233747
634	1	0.0001859233747
635	1	0.0001859233747
636	1	0.0001859233747
637	1	0.0001859233747
638	1	0.0001859233747
639	1	0.0001859233747
640	1	0.0001859233747
641	1	0.0001859233747
642	1	0.0001859233747
643	1	0.0001859233747
644	1	0.0001859233747
645	1	0.0001859233747
646	1	0.0001859233747
647	1	0.0001859233747
648	1	0.0001859233747
649	1	0.0001859233747
650	1	0.0001859233747
651	1	0.0001859233747
652	1	0.0001859233747
653	1	0.0001859233747
654	1	0.0001859233747
655	1	0.0001859233747
656	1	0.0001859233747
657	1	0.0001859233747
658	1	0.0001859233747
659	1	0.0001859233747
660	1	0.0001859233747
661	1	0.0001859233747
662	1	0.0001859233747
663	1	0.0001859233747
664	1	0.0001859233747
665	1	0.0001859233747
666	1	0.0001859233747
667	1	0.0001859233747
668	1	0.0001859233747
669	1	0.0001859233747
670	1	0.0001859233747
671	1	0.0001859233747
672	1	0.0001859233747
673	1	0.0001859233747
674	1	0.0001859233747
675	1	0.0001859233747
676	1	0.0001859233747
677	1	0.0001859233747
678	1	0.0001859233747
679	1	0.0001859233747
680	1	0.0001859233747
681	1	0.0001859233747
682	1	0.0001859233747
683	1	0.0001859233747
684	1	0.0001859233747
685	1	0.0001859233747
686	1	0.0001859233747
687	1	0.0001859233747
688	1	0.0001859233747
689	1	0.0001859233747
690	1	0.0001859233747
691	1	0.0001859233747
692	1	0.0001859233747
693	1	0.0001859233747
694	1	0.0001859233747
695	1	0.0001859233747
696	1	0.0001859233747
697	1	0.0001859233747
698	1	0.0001859233747
699	1	0.0001859233747
700	1	0.0001859233747
701	1	0.0001859233747
702	1	0.0001859233747
703	1	0.0001859233747
704	1	0.0001859233747
705	1	0.0001859233747
706	1	0.0001859233747
707	1	0.0001859233747
708	1	0.0001859233747
709	1	0.0001859233747
710	1	0.0001859233747
711	1	0.0001859233747
712	1	0.0001859233747
713	1	0.0001859233747
714	1	0.0001859233747
715	1	0.0001859233747
716	1	0.0001859233747
717	1	0.0001859233747
718	1	0.0001859233747
719	1	0.0001859233747
720	1	0.0001859233747
721	1	0.0001859233747
722	1	0.0001859233747
723	1	0.0001859233747
724	1	0.0001859233747
725	1	0.0001859233747
726	1	0.0001859233747
727	1	0.0001859233747
728	1	0.0001859233747
729	1	0.0001859233747
730	1	0.0001859233747
731	1	0.0001859233747
732	1	0.0001859233747
733	1	0.0001859233747
734	1	0.0001859233747
735	1	0.0001859233747
736	1	0.0001859233747
737	1	0.0001859233747
738	1	0.0001859233747
739	1	0.0001859233747
740	1	0.0001859233747
741	1	0.0001859233747
742	1	0.0001859233747
743	1	0.0001859233747
744	1	0.0001859233747
745	1	0.0001859233747
746	1	0.0001859233747
747	1	0.0001859233747
748	1	0.0001859233747
749	1	0.0001859233747
750	1	0.0001859233747
751	1	0.0001859233747
752	1	0.0001859233747
753	1	0.0001859233747
754	1	0.0001859233747
755	1	0.0001859233747
756	1	0.0001859233747
757	1	0.0001859233747
758	1	0.0001859233747
759	1	0.0001859233747
760	1	0.0001859233747
761	1	0.0001859233747
762	1	0.0001859233747
763	1	0.0001859233747
764	1	0.0001859233747
765	1	0.0001859233747
766	1	0.0001859233747
767	1	0.0001859233747
768	1	0.0001859233747
769	1	0.0001859233747
770	1	0.0001859233747
771	1	0.0001859233747
772	1	0.0001859233747
773	1	0.0001859233747
774	1	0.0001859233747
775	1	0.0001859233747
776	1	0.0001859233747
777	1	0.0001859233747
778	1	0.0001859233747
779	1	0.0001859233747
780	1	0.0001859233747
781	1	0.0001859233747
782	1	0.0001859233747
783	1	0.0001859233747
784	1	0.0001859233747
785	1	0.0001859233747
786	1	0.0001859233747
787	1	0.0001859233747
788	1	0.0001859233747
789	1	0.0001859233747
790	1	0.0001859233747
791	1	0.0001859233747
792	1	0.0001859233747
793	1	0.0001859233747
794	1	0.0001859233747
795	1	0.0001859233747
796	1	0.0001859233747
797	1	0.0001859233747
798	1	0.0001859233747
799	1	0.0001859233747
800	1	0.0001859233747
801	1	0.0001859233747
802	1	0.0001859233747
803	1	0.0001859233747
804	1	0.0001859233747
805	1	0.0001859233747
806	1	0.0001859233747
807	1	0.0001859233747
808	1	0.0001859233747
809	1	0.0001859233747
810	1	0.0001859233747
811	1	0.0001859233747
812	1	0.0001859233747
813	1	0.0001859233747
814	1	0.0001859233747
815	1	0.0001859233747
816	1	0.0001859233747
817	1	0.0001859233747
818	1	0.0001859233747
819	1	0.0001859233747
820	1	0.0001859233747
821	1	0.0001859233747
822	1	0.0001859233747
823	1	0.0001859233747
824	1	0.0001859233747
825	1	0.0001859233747
826	1	0.0001859233747
827	1	0.0001859233747
828	1	0.0001859233747
829	1	0.0001859233747
830	1	0.0001859233747
831	1	0.0001859233747
832	1	0.0001859233747
833	1	0.0001859233747
834	1	0.0001859233747
835	1	0.0001859233747
836	1	0.0001859233747
837	1	0.0001859233747
838	1	0.0001859233747
839	1	0.0001859233747
840	1	0.0001859233747
841	1	0.0001859233747
842	1	0.0001859233747
843	1	0.0001859233747
844	1	0.0001859233747
845	1	0.0001859233747
846	1	0.0001859233747
847	1	0.0001859233747
848	1	0.0001859233747
849	1	0.0001859233747
850	1	0.0001859233747
851	1	0.0001859233747
852	1	0.0001859233747
853	1	0.0001859233747
854	1	0.0001859233747
855	1	0.0001859233747
856	1	0.0001859233747
857	1	0.0001859233747
858	1	0.0001859233747
859	1	0.0001859233747
860	1	0.0001859233747
861	1	0.0001859233747
862	1	0.0001859233747
863	1	0.0001859233747
864	1	0.0001859233747
865	1	0.0001859233747
866	1	0.0001859233747
867	1	0.0001859233747
868	1	0.0001859233747
869	1	0.0001859233747
870	1	0.0001859233747
871	1	0.0001859233747
872	1	0.0001859233747
873	1	0.0001859233747
874	1	0.0001859233747
875	1	0.0001859233747
876	1	0.0001859233747
877	1	0.0001859233747
878	1	0.0001859233747
879	1	0.0001859233747
880	1	0.0001859233747
881	1	0.0001859233747
882	1	0.0001859233747
883	1	0.0001859233747
884	1	0.0001859233747
885	1	0.0001859233747
886	1	0.0001859233747
887	1	0.0001859233747
888	1	0.0001859233747
889	1	0.0001859233747
890	1	0.0001859233747
891	1	0.0001859233747
892	1	0.0001859233747
893	1	0.0001859233747
894	1	0.0001859233747
895	1	0.0001859233747
896	1	0.0001859233747
897	1	0.0001859233747
898	1	0.0001859233747
899	1	0.0001859233747
900	1	0.0001859233747
901	1	0.0001859233747
902	1	0.0001859233747
903	1	0.0001859233747
904	1	0.0001859233747
905	1	0.0001859233747
906	1	0.0001859233747
907	1	0.0001859233747
908	1	0.0001859233747
909	1	0.0001859233747
910	1	0.0001859233747
911	1	0.0001859233747
912	1	0.0001859233747
913	1	0.0001859233747
914	1	0.0001859233747
915	1	0.0001859233747
916	1	0.0001859233747
917	1	0.0001859233747
918	1	0.0001859233747
919	1	0.0001859233747
920	1	0.0001859233747
921	1	0.0001859233747
922	1	0.0001859233747
923	1	0.0001859233747
924	1	0.0001859233747
925	1	0.0001859233747
926	1	0.0001859233747
927	1	0.0001859233747
928	1	0.0001859233747
929	1	0.0001859233747
930	1	0.0001859233747
931	1	0.0001859233747
932	1	0.0001859233747
933	1	0.0001859233747
934	1	0.0001859233747
935	1	0.0001859233747
936	1	0.0001859233747
937	1	0.0001859233747
938	1	0.0001859233747
939	1	0.0001859233747
940	1	0.0001859233747
941	1	0.0001859233747
942	1	0.0001859233747
943	1	0.0001859233747
944	1	0.0001859233747
945	1	0.0001859233747
946	1	0.0001859233747
947	1	0.0001859233747
948	1	0.0001859233747
949	1	0.0001859233747
950	1	0.0001859233747
951	1	0.0001859233747
952	1	0.0001859233747
953	1	0.0001859233747
954	1	0.0001859233747
955	1	0.0001859233747
956	1	0.0001859233747
957	1	0.0001859233747
958	1	0.0001859233747
959	1	0.0001859233747
960	1	0.0001859233747
961	1	0.0001859233747
962	1	0.0001859233747
963	1	0.0001859233747
964	1	0.0001859233747
965	1	0.0001859233747
966	1	0.0001859233747
967	1	0.0001859233747
968	1	0.0001859233747
969	1	0.0001859233747
970	1	0.0001859233747
971	1	0.0001859233747
972	1	0.0001859233747
973	1	0.0001859233747
974	1	0.0001859233747
975	1	0.0001859233747
976	1	0.0001859233747
977	1	0.0001859233747
978	1	0.0001859233747
979	1	0.0001859233747
980	1	0.0001859233747
981	1	0.0001859233747
982	1	0.0001859233747
983	1	0.0001859233747
984	1	0.0001859233747
985	1	0.0001859233747
986	1	0.0001859233747
987	1	0.0001859233747
988	1	0.0001859233747
989	1	0.0001859233747
990	1	0.0001859233747
991	1	0.0001859233747
992	1	0.0001859233747
993	1	0.0001859233747
994	1	0.0001859233747
995	1	0.0001859233747
996	1	0.0001859233747
997	1	0.0001859233747
998	1	0.0001859233747
999	1	0.0001859233747
