iter	Accuracy	Logloss
0	0.9962883376	0.4196001776
1	0.9998046493	0.2362617377
2	0.9998046493	0.1484909854
3	0.9998046493	0.08954866449
4	0.9998046493	0.05539711899
5	0.9998046493	0.03537783233
6	0.9998046493	0.0232771987
7	0.9998046493	0.01508347967
8	0.9998046493	0.009600594289
9	0.9998046493	0.006620574612
10	0.9998046493	0.004665845272
11	0.9998046493	0.00342691558
12	0.9999348831	0.002565987865
13	1	0.001907722762
14	1	0.001533108243
15	1	0.001213610149
16	1	0.0009622682467
17	1	0.0007987431479
18	1	0.000693040405
19	1	0.0005946326996
20	1	0.0005252124326
21	1	0.0004520311069
22	1	0.0003963730341
23	1	0.0003412670769
24	1	0.0003084694101
25	1	0.0003084616236
26	1	0.0003084616236
27	1	0.0003084616236
28	1	0.0002772206169
29	1	0.0002772206169
30	1	0.0002772206169
31	1	0.0002507014363
32	1	0.000250686993
33	1	0.000250686993
34	1	0.000223491389
35	1	0.000223491389
36	1	0.000223478962
37	1	0.0002234742362
38	1	0.0002234676428
39	1	0.0002234676428
40	1	0.0002234620505
41	1	0.0002234620505
42	1	0.0002234620505
43	1	0.0002046124646
44	1	0.0002046027566
45	1	0.0002045980764
46	1	0.0002045980764
47	1	0.0002045889232
48	1	0.0002045889232
49	1	0.0002045765765
50	1	0.0002045721458
51	1	0.0002045721458
52	1	0.0002045687719
53	1	0.0002045687719
54	1	0.0002045654844
55	1	0.0002045534867
56	1	0.0002045534867
57	1	0.0002045499688
58	1	0.0002045499688
59	1	0.0002045457795
60	1	0.0002045457795
61	1	0.0002045457795
62	1	0.0002045412903
63	1	0.0002045412903
64	1	0.0002045348954
65	1	0.0002045308145
66	1	0.0001867952534
67	1	0.0001867952534
68	1	0.0001867916985
69	1	0.0001867916985
70	1	0.0001867875934
71	1	0.000186781042
72	1	0.0001867719565
73	1	0.0001867645705
74	1	0.000186760415
75	1	0.000186760415
76	1	0.0001867555314
77	1	0.0001867555314
78	1	0.0001867350638
79	1	0.0001867308855
80	1	0.0001867274066
81	1	0.0001867216536
82	1	0.0001867186145
83	1	0.0001867186145
84	1	0.0001867137959
85	1	0.0001867106991
86	1	0.0001867106991
87	1	0.0001867106991
88	1	0.0001866999906
89	1	0.0001866954955
90	1	0.0001866854401
91	1	0.0001866806077
92	1	0.0001866806077
93	1	0.0001866766292
94	1	0.0001866736854
95	1	0.0001866702615
96	1	0.0001866702615
97	1	0.0001866664477
98	1	0.0001866664477
99	1	0.0001866637666
100	1	0.0001866492924
101	1	0.0001866385544
102	1	0.0001866385544
103	1	0.0001866283234
104	1	0.0001866256608
105	1	0.0001866233272
106	1	0.0001866208058
107	1	0.0001866144181
108	1	0.0001866083243
109	1	0.0001866028334
110	1	0.0001866028334
111	1	0.0001866028334
112	1	0.0001865968376
113	1	0.0001865968376
114	1	0.0001865913755
115	1	0.0001865913755
116	1	0.0001865858809
117	1	0.0001865829783
118	1	0.0001865829783
119	1	0.000186577331
120	1	0.000186577331
121	1	0.0001865745239
122	1	0.0001865716698
123	1	0.0001865688893
124	1	0.0001865628858
125	1	0.0001865573749
126	1	0.0001865545675
127	1	0.0001865545675
128	1	0.0001865545675
129	1	0.0001865487868
130	1	0.0001865461067
131	1	0.0001865434356
132	1	0.0001865374404
133	1	0.000186532081
134	1	0.0001865266195
135	1	0.0001865266195
136	1	0.0001865155391
137	1	0.0001865101976
138	1	0.0001865101976
139	1	0.0001865101976
140	1	0.0001865101976
141	1	0.0001865101976
142	1	0.0001865048335
143	1	0.0001865021639
144	1	0.0001864994808
145	1	0.0001864967411
146	1	0.0001864914009
147	1	0.0001864860099
148	1	0.0001864806794
149	1	0.0001864806794
150	1	0.0001864806794
151	1	0.0001864780065
152	1	0.0001864753336
153	1	0.0001864726735
154	1	0.0001864699914
155	1	0.0001864699914
156	1	0.0001864673188
157	1	0.0001864646589
158	1	0.0001864593127
159	1	0.0001864593127
160	1	0.0001864593127
161	1	0.0001864539586
162	1	0.0001864512866
163	1	0.0001864486146
164	1	0.0001864459554
165	1	0.0001864432836
166	1	0.0001864406119
167	1	0.0001864352591
168	1	0.0001864325877
169	1	0.000186429929
170	1	0.0001864245769
171	1	0.0001864192252
172	1	0.000186408542
173	1	0.0001864058715
174	1	0.0001864032011
175	1	0.0001864032011
176	1	0.0001864005434
177	1	0.0001863951933
178	1	0.0001863898436
179	1	0.0001863898436
180	1	0.0001863871737
181	1	0.0001863818246
182	1	0.0001863791676
183	1	0.0001863791676
184	1	0.000186373819
185	1	0.0001863711623
186	1	0.0001863684931
187	1	0.0001863684931
188	1	0.0001863658366
189	1	0.0001863658366
190	1	0.0001863631675
191	1	0.0001863631675
192	1	0.0001863605112
193	1	0.0001863578549
194	1	0.0001863551861
195	1	0.0001863498392
196	1	0.0001863444925
197	1	0.0001863391463
198	1	0.0001863338004
199	1	0.0001863284549
200	1	0.0001863231097
201	1	0.0001863177649
202	1	0.0001863150975
203	1	0.0001863097532
204	1	0.0001862991163
205	1	0.0001862964495
206	1	0.0001862858144
207	1	0.0001862804722
208	1	0.0001862751303
209	1	0.0001862697887
210	1	0.0001862644476
211	1	0.0001862617819
212	1	0.0001862564413
213	1	0.0001862511011
214	1	0.0001862457612
215	1	0.0001862404216
216	1	0.0001862350825
217	1	0.0001862297437
218	1	0.0001862244052
219	1	0.0001862190671
220	1	0.0001862137294
221	1	0.0001862083921
222	1	0.0001862057236
223	1	0.0001862030551
224	1	0.0001862003868
225	1	0.0001861977185
226	1	0.0001861950504
227	1	0.0001861923823
228	1	0.0001861897143
229	1	0.0001861870465
230	1	0.0001861843787
231	1	0.000186181711
232	1	0.0001861790434
233	1	0.0001861763758
234	1	0.0001861737084
235	1	0.0001861710411
236	1	0.0001861683738
237	1	0.0001861657067
238	1	0.0001861630396
239	1	0.0001861603726
240	1	0.0001861577057
241	1	0.000186155039
242	1	0.0001861523723
243	1	0.0001861497056
244	1	0.0001861470391
245	1	0.0001861443727
246	1	0.0001861417063
247	1	0.0001861390401
248	1	0.0001861363739
249	1	0.0001861337079
250	1	0.0001861310419
251	1	0.000186128376
252	1	0.0001861257102
253	1	0.0001861230445
254	1	0.0001861203789
255	1	0.0001861177134
256	1	0.0001861150479
257	1	0.0001861123826
258	1	0.0001861097173
259	1	0.0001861070522
260	1	0.0001861043871
261	1	0.0001861017221
262	1	0.0001860990572
263	1	0.0001860963924
264	1	0.0001860937277
265	1	0.0001860910631
266	1	0.0001860883986
267	1	0.0001860857341
268	1	0.0001860830698
269	1	0.0001860804055
270	1	0.0001860777414
271	1	0.0001860750773
272	1	0.0001860724133
273	1	0.0001860697494
274	1	0.0001860670856
275	1	0.0001860644219
276	1	0.0001860617583
277	1	0.0001860590948
278	1	0.0001860564313
279	1	0.000186053768
280	1	0.0001860511047
281	1	0.0001860484416
282	1	0.0001860457785
283	1	0.0001860431155
284	1	0.0001860404526
285	1	0.0001860377898
286	1	0.0001860351271
287	1	0.0001860324644
288	1	0.0001860298019
289	1	0.0001860271395
290	1	0.0001860244771
291	1	0.0001860218148
292	1	0.0001860191527
293	1	0.0001860164906
294	1	0.0001860138286
295	1	0.0001860111667
296	1	0.0001860085049
297	1	0.0001860058432
298	1	0.0001860031815
299	1	0.00018600052
300	1	0.0001859978585
301	1	0.0001859951972
302	1	0.0001859925359
303	1	0.0001859898747
304	1	0.0001859872137
305	1	0.0001859845527
306	1	0.0001859818918
307	1	0.0001859792309
308	1	0.0001859765702
309	1	0.0001859739096
310	1	0.000185971249
311	1	0.0001859685886
312	1	0.0001859659282
313	1	0.0001859632679
314	1	0.0001859606078
315	1	0.0001859579477
316	1	0.0001859552877
317	1	0.0001859526277
318	1	0.0001859499679
319	1	0.0001859473082
320	1	0.0001859446486
321	1	0.000185941989
322	1	0.0001859393295
323	1	0.0001859366702
324	1	0.0001859340109
325	1	0.0001859313517
326	1	0.0001859286926
327	1	0.0001859260336
328	1	0.0001859233747
329	1	0.0001859233747
330	1	0.0001859233747
331	1	0.0001859233747
332	1	0.0001859233747
333	1	0.0001859233747
334	1	0.0001859233747
335	1	0.0001859233747
336	1	0.0001859233747
337	1	0.0001859233747
338	1	0.0001859233747
339	1	0.0001859233747
340	1	0.0001859233747
341	1	0.0001859233747
342	1	0.0001859233747
343	1	0.0001859233747
344	1	0.0001859233747
345	1	0.0001859233747
346	1	0.0001859233747
347	1	0.0001859233747
348	1	0.0001859233747
349	1	0.0001859233747
350	1	0.0001859233747
351	1	0.0001859233747
352	1	0.0001859233747
353	1	0.0001859233747
354	1	0.0001859233747
355	1	0.0001859233747
356	1	0.0001859233747
357	1	0.0001859233747
358	1	0.0001859233747
359	1	0.0001859233747
360	1	0.0001859233747
361	1	0.0001859233747
362	1	0.0001859233747
363	1	0.0001859233747
364	1	0.0001859233747
365	1	0.0001859233747
366	1	0.0001859233747
367	1	0.0001859233747
368	1	0.0001859233747
369	1	0.0001859233747
370	1	0.0001859233747
371	1	0.0001859233747
372	1	0.0001859233747
373	1	0.0001859233747
374	1	0.0001859233747
375	1	0.0001859233747
376	1	0.0001859233747
377	1	0.0001859233747
378	1	0.0001859233747
379	1	0.0001859233747
380	1	0.0001859233747
381	1	0.0001859233747
382	1	0.0001859233747
383	1	0.0001859233747
384	1	0.0001859233747
385	1	0.0001859233747
386	1	0.0001859233747
387	1	0.0001859233747
388	1	0.0001859233747
389	1	0.0001859233747
390	1	0.0001859233747
391	1	0.0001859233747
392	1	0.0001859233747
393	1	0.0001859233747
394	1	0.0001859233747
395	1	0.0001859233747
396	1	0.0001859233747
397	1	0.0001859233747
398	1	0.0001859233747
399	1	0.0001859233747
400	1	0.0001859233747
401	1	0.0001859233747
402	1	0.0001859233747
403	1	0.0001859233747
404	1	0.0001859233747
405	1	0.0001859233747
406	1	0.0001859233747
407	1	0.0001859233747
408	1	0.0001859233747
409	1	0.0001859233747
410	1	0.0001859233747
411	1	0.0001859233747
412	1	0.0001859233747
413	1	0.0001859233747
414	1	0.0001859233747
415	1	0.0001859233747
416	1	0.0001859233747
417	1	0.0001859233747
418	1	0.0001859233747
419	1	0.0001859233747
420	1	0.0001859233747
421	1	0.0001859233747
422	1	0.0001859233747
423	1	0.0001859233747
424	1	0.0001859233747
425	1	0.0001859233747
426	1	0.0001859233747
427	1	0.0001859233747
428	1	0.0001859233747
429	1	0.0001859233747
430	1	0.0001859233747
431	1	0.0001859233747
432	1	0.0001859233747
433	1	0.0001859233747
434	1	0.0001859233747
435	1	0.0001859233747
436	1	0.0001859233747
437	1	0.0001859233747
438	1	0.0001859233747
439	1	0.0001859233747
440	1	0.0001859233747
441	1	0.0001859233747
442	1	0.0001859233747
443	1	0.0001859233747
444	1	0.0001859233747
445	1	0.0001859233747
446	1	0.0001859233747
447	1	0.0001859233747
448	1	0.0001859233747
449	1	0.0001859233747
450	1	0.0001859233747
451	1	0.0001859233747
452	1	0.0001859233747
453	1	0.0001859233747
454	1	0.0001859233747
455	1	0.0001859233747
456	1	0.0001859233747
457	1	0.0001859233747
458	1	0.0001859233747
459	1	0.0001859233747
460	1	0.0001859233747
461	1	0.0001859233747
462	1	0.0001859233747
463	1	0.0001859233747
464	1	0.0001859233747
465	1	0.0001859233747
466	1	0.0001859233747
467	1	0.0001859233747
468	1	0.0001859233747
469	1	0.0001859233747
470	1	0.0001859233747
471	1	0.0001859233747
472	1	0.0001859233747
473	1	0.0001859233747
474	1	0.0001859233747
475	1	0.0001859233747
476	1	0.0001859233747
477	1	0.0001859233747
478	1	0.0001859233747
479	1	0.0001859233747
480	1	0.0001859233747
481	1	0.0001859233747
482	1	0.0001859233747
483	1	0.0001859233747
484	1	0.0001859233747
485	1	0.0001859233747
486	1	0.0001859233747
487	1	0.0001859233747
488	1	0.0001859233747
489	1	0.0001859233747
490	1	0.0001859233747
491	1	0.0001859233747
492	1	0.0001859233747
493	1	0.0001859233747
494	1	0.0001859233747
495	1	0.0001859233747
496	1	0.0001859233747
497	1	0.0001859233747
498	1	0.0001859233747
499	1	0.0001859233747
500	1	0.0001859233747
501	1	0.0001859233747
502	1	0.0001859233747
503	1	0.0001859233747
504	1	0.0001859233747
505	1	0.0001859233747
506	1	0.0001859233747
507	1	0.0001859233747
508	1	0.0001859233747
